WKT,Id_acident,Cadloga,Cadlogb,Alt_num,Referencia,Data,Hora,Cod_acid,Fonte,Viatura,Dp,Talao,Sentido,Pista,Veiculos,Vitimas,Dec,Distrito,Folha,Princ_a,Princ_b,Placa1,Tipo_plac1,Placa2,Tipo_plac2,Placa3,Tipo_plac3,Tipo_acide,Flag_dupl,Nv_dupl,Duplacas,Cadlog
"POINT (-46.782965 -23.661868)",D031201706,06493,,371,,2012/03/05,1230,2,D,,47,934,B,,02000000000000000,0100,CL,19,0614,06493,,DJK8712,MO,EXF4478,MO,,,CO,,,,
"POINT EMPTY",D031201707,74271,09529,,,2012/03/08,1453,2,D,,47,994,,,10001000000000000,0100,CL,,0614,09529,74271,DUO1605,AU,,BI,,,CO,,,,
"POINT (-46.785461 -23.662018)",D031201708,67388,,28,,2012/03/24,1250,2,D,,47,3188,,,01000000000000000,0100,CL,29,0614,67388,,,MO,,,,,QM,,,,
"POINT (-46.699606 -23.694781)",D031201709,09220,,5666,,2012/03/16,1200,4,D,,48,921,,,00000000000000010,0100,SA,16,0615,09220,,,SI,,,,,AT,,,,
"POINT (-46.698034 -23.73088)",D031201710,15507,,3347,,2012/03/06,0830,2,D,,48,947,,,11000000000000000,0100,CS,23,0615,15507,,EJM3495,MO,CRS8262,AU,,,CO,,,,
"POINT (-46.696106 -23.71176)",D031201711,12600,,519,,2012/03/21,1328,4,D,,48,1192,,,10000000000000000,0100,CS,23,0615,12600,,LPE0528,AU,,,,,AT,,,,
"POINT (-46.699937 -23.708694)",D031201712,15507,,816,,2012/03/21,1226,2,D,,48,1210,,,01200000000000000,0100,CS,23,0615,15507,,EQP8038,MO,ELQ7148,ON,DTC5408,ON,CO,,,,
"POINT (-46.699008 -23.717623)",D031201713,15507,,1823,,2012/03/07,0605,2,D,,48,1281,,,02000000000000000,0100,CS,23,0615,15507,,EXG0315,MO,,MO,,,CO,,,,
"POINT (-46.7047 -23.717056)",D031201714,02483,,6100,,2012/03/15,1727,2,D,,48,1504,,,00200000000000000,0100,CS,23,0615,02483,,CYB8220,ON,DTB1922,ON,,,CT,,,,
"POINT (-46.704989 -23.716852)",D031201715,02483,,6060,,2012/03/26,1820,2,D,,48,1589,,,01100000000000000,0100,CS,23,0615,02483,,DZU1429,MO,ELW1572,ON,,,CO,,,,
"POINT (-46.69899 -23.711274)",D031201716,15507,,1109,,2012/03/04,1905,4,D,,48,2071,,,01000000000000000,0100,CS,23,0615,15507,,AOJ5637,MO,,,,,AT,,,,
"POINT (-46.711772 -23.666427)",D031201717,02483,,,PXAV PROF PAPIN,2012/03/07,0043,2,D,,48,2177,C,,11000000000000000,0100,CS,23,0615,02483,,DYZ8212,MO,FCF4030,AU,,,CO,,,,
"POINT (-46.688917 -23.710794)",D031201718,13698,,200,,2012/03/09,2216,2,D,,48,2290,,,01000000100000000,0100,CS,32,0615,13698,,EQE3869,MO,,MC,,,CO,,,,
"POINT (-46.691705 -23.719363)",D031201719,12639,,527,,2012/03/10,2014,2,D,,48,2318,,,10000000100000000,0100,CS,23,0615,12639,,EUZ4178,AU,EFV1302,MC,,,CF,,,,
"POINT (-46.699717 -23.695646)",D031201720,09220,,5945,,2012/03/13,2130,2,D,,48,2450,,,30000000000000000,0300,SA,16,0616,09220,,EIV1441,AU,DHO9490,AU,EES2171,AU,CO,,,,
"POINT (-46.69812 -23.692135)",D031201721,09220,,5075,,2012/03/17,0120,4,D,,48,2570,,,01000000000000000,0100,SA,16,0616,09220,,,MO,,,,,AT,,,,
"POINT (-46.696204 -23.708201)",D031201722,20936,,10,,2012/03/04,2100,4,D,,48,2607,,,00000000000100000,0100,CS,32,0616,20936,,EQV1425,CM,,,,,AT,,,,
"POINT (-46.684944 -23.678487)",D031201723,14743,09220,,,2012/03/28,1830,2,D,,48,3070,,,02000000000000000,0200,CS,16,0616,09220,14743,DZT3671,MO,EQP4883,MO,,,CO,,,,
"POINT (-46.705662 -23.713769)",D031201724,15405,,,NC,2012/03/30,2320,4,D,,48,3146,,,01000000000000000,0100,CS,32,0616,15405,,EXE3970,MO,,,,,AT,,,,
"POINT (-46.665482 -23.673383)",D031201725,20957,,,NC,2012/03/29,1220,2,D,,80,1344,,,20000000000000000,0100,SA,29,0617,20957,,DYH1767,AU,DNI5788,AU,,,CH,,,,
"POINT (-46.665832 -23.673554)",D031201726,20957,20958,,,2012/03/30,1910,2,D,,80,1367,,,10001000000000000,0100,SA,22,0617,20957,20958,EFU5467,AU,,BI,,,CF,,,,
"POINT (-46.660276 -23.675807)",D031201727,20048,,2217,,2012/03/03,0329,2,D,,80,2028,,,11000000000000000,0100,SA,29,0617,20048,,EIH8288,AU,DWU6159,MO,,,CT,,,,
"POINT (-46.65782 -23.677963)",D031201728,20048,,2538,,2012/03/04,2048,2,D,,80,2076,B,,10000000000100000,0100,SA,29,0617,20048,,ELV3391,CM,BHT9291,AU,,,CT,,,,
"POINT (-46.659559 -23.676581)",D031201729,20048,,2328,,2012/03/18,1120,2,D,,80,2615,,,00000000000100000,0100,SA,29,0617,20048,,MAX2752,CM,,,,,CP,,,,
"POINT (-46.675738 -23.682488)",D031201730,04154,,,NC,2012/03/19,1639,4,D,,80,2692,,,01000000000000000,0100,SA,16,0617,04154,,EIE4413,MO,,,,,AT,,,,
"POINT (-46.671171 -23.686988)",D031201731,00911,,919,,2012/03/05,0640,2,D,,80,928,B,,11000000000000000,0100,SA,16,0617,00911,,EML4787,AU,DZN0572,MO,,,CO,,,,
"POINT (-46.669877 -23.670083)",D031201732,20048,,1040,,2012/03/21,0753,4,D,,80,900273,,,10000000000000000,0200,SA,29,0617,20048,,CMR7618,AU,,,,,AT,,,,
"POINT (-46.716847 -23.765065)",D031201733,15507,,8000,,2012/03/03,0850,2,D,,85,917,,,11000000000000000,0200,CS,23,0618,15507,,EQD381,MO,HGG3826,AU,,,CL,,,,
"POINT (-46.699891 -23.754429)",D031201734,32531,,,NC,2012/03/06,1602,2,D,,85,962,,,01000000000000000,0200,CS,32,0618,32531,,DZS7509,MO,,,,,QM,,,,
"POINT (-46.687758 -23.767331)",D031201735,61578,,1447,,2012/03/14,2259,2,D,,85,1097,,,10000001000000000,0200,CS,32,0618,61578,,CET3929,AU,CYB8259,OU,,,CL,,,,
"POINT EMPTY",D031201736,99144,,13,,2012/03/17,1500,2,D,,85,1132,,,11000000000000000,0100,CS,30,0618,99144,,DZT5595,MO,CVZ1046,AU,,,CL,,,,
"POINT (-46.710309 -23.750948)",D031201737,15507,,6123,,2012/03/20,1300,2,D,,85,1173,,,11000000000000000,0200,CS,23,0618,15507,,DIG9055,AU,HBX2317,MO,,,CO,,,,
"POINT (-46.710253 -23.750853)",D031201738,15507,,6141,,2012/03/21,1710,2,D,,85,1199,B,,01001000000000000,0200,CS,23,0618,15507,,FOI1507,MO,,BI,,,CO,,,,
"POINT (-46.718159 -23.77066)",D031201739,15507,,8467,,2012/03/24,1024,2,D,,85,1245,,,00000002000000000,0200,CS,23,0618,15507,,EFU6358,OU,ECT3051,OU,,,CT,,,,
"POINT (-46.694455 -23.736334)",D031201740,03509,,586,,2012/03/28,1155,2,D,,85,1326,C,,11000000000000000,0100,CS,30,0618,03509,,BFF2758,MO,DFT6228,AU,,,CF,,,,
"POINT (-46.684168 -23.761943)",D031201741,66029,,,NC,2012/03/05,1230,4,D,,85,1935,,,01000000000000000,0200,CS,32,0619,66029,,EGZ4474,MO,,,,,AT,,,,
"POINT (-46.701616 -23.734907)",D031201742,15508,,,PXEST DO BARRO,2012/03/10,2110,2,D,,85,2055,,,00001000000100000,0100,CS,23,0619,15508,,JGO6039,CM,,BI,,,CO,,,,
"POINT (-46.706359 -23.742543)",D031201743,15507,,4970,,2012/03/11,0500,2,D,,85,2070,,,01100000000000000,0100,CS,23,0619,15507,,DYZ6860,MO,DJC0395,ON,,,CT,,,,
"POINT (-46.714473 -23.757281)",D031201744,15507,,7010,,2012/03/12,1600,2,D,,85,2126,,,01000000000000000,0100,CS,23,0619,15507,,EXA8890,MO,,,,,SI,,,,
"POINT (-46.68651 -23.767269)",D031201745,66836,,20,,2012/03/05,1450,4,D,,85,2187,,,00000000000100000,0100,CS,32,0619,66836,,ELD7005,CM,,,,,AT,,,,
"POINT (-46.687372 -23.753717)",D031201746,03509,60531,,,2012/03/19,0030,2,D,,85,2309,,,10000000000000000,0200,CS,30,0619,03509,60531,EQO2063,AU,,,,,CH,,,,
"POINT (-46.685359 -23.781185)",D031201747,02888,,3300,,2012/03/13,2025,4,D,,85,2319,,,00010000000000000,0100,CS,30,0619,02888,,,CA,,,,,AT,,,,
"POINT (-46.68829 -23.750962)",D031201748,03509,,2439,,2012/03/20,1930,2,D,,85,2396,,,01000000000000000,0100,CS,30,0619,03509,,EXL5989,MO,,,,,QM,,,,
"POINT (-46.7609 -23.763269)",D031201749,42095,,,PXEST DO JACEGU,2012/03/22,1800,2,D,,85,2448,,,01000000000100000,0100,CS,56,0619,42095,,DZM7516,MO,DIG6238,CM,,,CO,,,,
"POINT (-46.687885 -23.754699)",D031201750,63003,,,PXAV SEN TEOTON,2012/03/14,2110,2,D,,85,2458,,,01000000000000000,0100,CS,32,0619,63003,,DOA7155,MO,,,,,QM,,,,
"POINT (-46.693363 -23.769216)",D031201751,35322,,,NC,2012/03/07,1700,2,D,,85,2157,,,02000000000000000,0100,CS,32,0619,35322,,EQP6987,MO,EQE5176,MO,,,CO,,,,
"POINT (-46.688519 -23.752271)",D031201752,03509,,2585,,2012/03/28,1840,4,D,,85,2617,,,01000000000000000,0100,CS,30,0619,03509,,EXA0696,MO,,,,,AT,,,,
"POINT (-46.684023 -23.766385)",D031201753,63003,,2000,,2012/03/24,1500,2,D,,85,2636,,,01000000000000000,0100,CS,32,0620,63003,,EQR8456,MO,,,,,QM,,,,
"POINT (-46.758403 -23.660065)",D031201754,04754,,100,,2012/03/02,0736,4,D,,92,895,,,01000000000000000,0200,CL,19,0621,04754,,BYT0796,MO,,,,,AT,,,,
"POINT (-46.765201 -23.660789)",D031201755,06090,,205,,2012/03/06,1430,2,D,,92,964,,,11000000000000000,0100,CL,17,0621,06090,,CSS4885,AU,DOE2086,MO,,,SI,,,,
"POINT (-46.742482 -23.672519)",D031201756,12403,,997,,2012/03/12,1403,4,D,,92,1050,,,10000000000000000,0100,CS,42,0621,12403,,CCD8798,AU,,,,,AT,,,,
"POINT (-46.735893 -23.657184)",D031201757,19230,13357,,,2012/03/13,1430,2,D,,92,1076,,,11000000000000000,0100,CS,45,0621,13357,19230,,MO,MQE8466,AU,,,CF,,,,
"POINT (-46.748267 -23.661178)",D031201758,12134,62988,,,2012/03/20,0759,2,D,,92,1162,,,11000000000000000,0100,CS,45,0621,12134,62988,EQP9233,MO,EFC1707,AU,,,CO,,,,
"POINT (-46.727417 -23.64912)",D031201759,35858,,500,,2012/03/14,0840,2,D,,92,1181,,,21000000000000000,0100,CS,32,0621,35858,,DZL9489,MO,DZX0966,AU,HNE1244,AU,CO,,,,
"POINT (-46.746531 -23.674216)",D031201760,12403,,1431,,2012/03/24,0743,2,D,,92,1244,,,01000000000200000,0100,CS,42,0621,12403,,CPA2025,CM,DOB6267,MO,DYH6454,CM,CO,,,,
"POINT (-46.734613 -23.668999)",D031201761,12403,,120,,2012/03/18,0905,2,D,,92,1309,,,11000000000000000,0200,CS,42,0621,12403,,DRJ7360,AU,EXF5743,MO,,,CO,,,,
"POINT (-46.739206 -23.671162)",D031201762,16972,,120,,2012/03/06,0620,4,D,,92,1333,,,01000000000000000,0100,CS,32,0621,16972,,EXF3296,MO,,,,,AT,,,,
"POINT (-46.718955 -23.666261)",D031201763,08368,,586,,2012/03/30,1230,2,D,,92,1362,,,11000000000000000,0100,CS,45,0622,08368,,FAR7714,AU,FBJ0283,MO,,,CO,,,,
"POINT (-46.715546 -23.665903)",D031201764,08368,,290,,2012/03/06,1235,2,D,,92,1402,,,11000000000000000,0100,CS,45,0622,08368,,DXW4542,AU,DYX3682,MO,,,CO,,,,
"POINT (-46.746169 -23.647696)",D031201765,16539,,100,,2012/03/14,1910,4,D,,92,1484,,,10000000000000000,0100,CL,29,0622,16539,,GTO5352,AU,,,,,AT,,,,
"POINT (-46.747287 -23.654835)",D031201766,07146,,215,,2012/03/15,2000,4,D,,92,1507,,,01000000000000000,0100,CL,45,0622,07146,,DGS7625,MO,,,,,AT,,,,
"POINT (-46.754776 -23.66136)",D031201767,70322,,244,,2012/03/16,0615,2,D,,92,1517,,,02000000000000000,0100,CL,32,0622,70322,,,MO,FIE8192,MO,,,CO,,,,
"POINT (-46.753027 -23.661823)",D031201768,70322,,15,,2012/03/20,1900,4,D,,92,1612,,,01000000000000000,0100,CL,32,0623,70322,,,MO,,,,,AT,,,,
"POINT (-46.751943 -23.685651)",D031201769,08368,,3527,,2012/03/30,0540,2,D,,92,1657,C,,11000000000000000,0100,CS,45,0623,08368,,EXK6423,MO,DGA7439,AU,,,CT,,,,
"POINT (-46.727202 -23.667264)",D031201770,35858,08368,,,2012/03/23,1720,2,D,,92,1683,,,20000000000000000,0100,CS,45,0623,08368,35858,EMK4388,AU,DYC6369,AU,,,CO,,,,
"POINT (-46.754464 -23.665951)",D031201771,21601,,190,,2012/03/19,2100,2,D,,92,1745,,,11000000000000000,0100,CL,29,0623,21601,,DYX6471,MO,,AU,,,CO,,,,
"POINT (-46.748267 -23.661178)",D031201772,12134,62988,,,2012/03/28,1409,2,D,,92,1808,,,11000000000000000,0200,CL,45,0623,12134,62988,DKM5580,MO,,AU,,,SI,,,,
"POINT (-46.742699 -23.658405)",D031201773,33663,12134,,,2012/03/28,1420,2,D,,92,1812,,,01000001000000000,0100,CL,45,0623,12134,33663,BRV9211,MO,DTA3787,OU,,,CO,,,,
"POINT EMPTY",D031201774,48575,,,PXR JOSE RODRIG,2012/03/04,0432,2,D,,92,2333,,,10000000000000000,0100,CL,45,0623,48575,,EFC5214,AU,,,,,SI,,,,
"POINT (-46.735752 -23.655269)",D031201775,13357,,1447,,2012/03/04,0130,4,D,,92,2336,,,10000000000000000,0100,CL,45,0623,13357,,EVK7359,AU,,,,,AT,,,,
"POINT (-46.749662 -23.648841)",D031201776,19299,,,PXHOSP CAMPO LI,2012/03/10,0300,4,D,,92,2582,,,10000000000000000,0100,CL,29,0623,19299,,FBA1314,AU,,,,,AT,,,,
"POINT (-46.701471 -23.643923)",D031201777,10270,,,FTTERMINAL,2012/03/10,0800,2,D,,92,2618,,,20000000000000000,0100,CL,72,0623,10270,,FFS1704,AU,BFB3891,AU,,,CO,,,,
"POINT EMPTY",D031201778,99095,,3195,,2012/03/13,2015,2,D,,92,1751,,,01000000000000000,0100,CS,45,0624,08368,,EXF5806,MO,,,,,QM,,,,
"POINT (-46.743906 -23.660956)",D031201779,33664,,82,,2012/03/25,1745,2,D,,92,3239,,,10001000000000000,0100,CL,32,0624,33664,,BNP7450,AU,,BI,,,CO,,,,
"POINT (-46.730889 -23.655701)",D031201780,68190,,236,,2012/03/26,2100,2,D,,92,3297,,,01000000000000000,0100,CL,29,0624,68190,,,MO,,,,,QM,,,,
"POINT (-46.641267 -23.678306)",D031201781,05606,,5000,,2012/03/19,0530,2,D,,98,1141,,,00000002000000000,0400,SA,22,0625,05606,,DJB1228,OU,HRO1118,OU,,,CF,,,,
"POINT (-46.663374 -23.689373)",D031201782,02522,,285,,2012/03/21,0735,4,D,,98,1184,C,,00000001000000000,0100,SA,22,0625,02522,,ELW3385,OU,,,,,AT,,,,
"POINT (-46.629058 -23.701247)",D031201783,08183,,320,,2012/03/27,1000,4,D,,98,1300,,,01000000000000000,0100,SA,00,0625,08183,,EJR9491,MO,,,,,AT,,,,
"POINT (-46.658973 -23.693392)",D031201784,00852,,1614,,2012/03/31,1711,2,D,,98,1388,,,11000000000000000,0100,SA,59,0625,00852,,EXD8330,MO,EBU7020,AU,,,CT,,,,
"POINT (-46.646701 -23.699772)",D031201785,00852,19705,,,2012/03/02,1900,2,D,,98,2022,,,10001000000000000,0100,SA,59,0625,00852,19705,EUW4956,AU,,BI,,,CO,,,,
"POINT (-46.651086 -23.685718)",D031201786,62326,,109,,2012/03/05,0520,2,D,,98,2086,,,00000001000000000,0100,SA,29,0625,62326,,,OU,,,,,QD,,,,
"POINT (-46.635369 -23.696715)",D031201787,19705,,516,,2012/03/02,0820,2,D,,98,2184,,,00000001000000000,0100,SA,00,0625,19705,,CZZ9228,OU,,,,,QD,,,,
"POINT (-46.655925 -23.694732)",D031201788,00852,17315,,,2012/03/09,0514,4,D,,98,2264,,,10000000000000000,0100,SA,59,0625,00852,03177,EUI8915,AU,,,,,AT,,,,
"POINT (-46.645584 -23.686232)",D031201789,08269,,136,,2012/03/10,2049,4,D,,98,2314,B,,10000000000000000,0100,SA,22,0625,08269,,CNC2386,AU,,,,,AT,,,,
"POINT (-46.638285 -23.710581)",D031201790,00852,,4444,,2012/03/15,2235,4,D,,98,2547,,,00000000000000010,0100,SA,59,0625,00852,,,SI,,,,,AT,,,,
"POINT (-46.669929 -23.691943)",D031201791,02982,,130,,2012/03/06,1953,4,D,,98,2561,,,01000000000000000,0100,SA,59,0625,02982,,EXL0110,MO,,,,,AT,,,,
"POINT (-46.637546 -23.681861)",D031201792,05606,,5600,,2012/03/17,0403,2,D,,98,2573,,,01000001000000000,0200,SA,22,0626,05606,,LUU8634,MO,CUD7084,OU,,,CF,,,,
"POINT (-46.641626 -23.704733)",D031201793,65626,,228,,2012/03/18,1730,4,D,,98,2709,,,10000000000000000,0100,SA,29,0626,65626,,CLF2608,AU,,,,,AT,,,,
"POINT (-46.644213 -23.691995)",D031201794,01391,,2000,,2012/03/24,1930,2,D,,98,2889,,,10000001000000000,0200,SA,22,0626,01391,,CMW7459,AU,EFV8287,OU,,,CO,,,,
"POINT (-46.642589 -23.674649)",D031201796,05606,,4635,,2012/03/25,2100,2,D,,98,2942,,,11000000000000000,0200,SA,22,0626,05606,,GNK2430,AU,DJT9259,MO,,,CO,,,,
"POINT (-46.637908 -23.681672)",D031201797,05606,,5550,,2012/03/26,0820,2,D,,98,2954,,,00000001000000000,0100,SA,22,0626,05606,,CZZ8479,OU,,,,,QD,,,,
"POINT (-46.637746 -23.684707)",D031201798,01391,,400,,2012/03/25,1830,2,D,,98,3000,,,01000000000000000,0100,SA,22,0626,01391,,DNJ6812,MO,,,,,QM,,,,
"POINT (-46.668559 -23.696267)",D031201799,00852,,502,,2012/03/20,2015,2,D,,98,3009,,,11000000000000000,0100,SA,59,0626,00852,,DME5110,AU,CRX5791,MO,,,CO,,,,
"POINT (-46.644093 -23.703797)",D031201800,00852,,3530,,2012/03/28,1426,2,D,,98,3049,,,01000000000000000,0100,SA,59,0626,00852,,EWG7310,MO,,,,,QM,,,,
"POINT (-46.639112 -23.689807)",D031201801,14668,,459,,2012/03/28,2000,4,D,,98,3110,,,01000000000000000,0100,SA,29,0627,14668,,,MO,,,,,AT,,,,
"POINT (-46.687118 -23.662302)",D031201802,69389,,118,,2012/03/03,0830,2,D,,99,842,,,11000000000000000,0100,CS,29,0628,69389,,HJN6360,AU,ARN3272,MO,,,CO,,,,
"POINT (-46.746234 -23.520982)",D031201803,06238,,,NC,2012/03/06,1100,2,D,,99,948,,,01000000000100000,0100,PB,90,0628,13014,,DRZ9928,MO,BTA4303,CM,,,CT,,,,
"POINT (-46.685558 -23.663571)",D031201804,07917,,801,,2012/03/06,0645,2,D,,99,951,,,11000000000000000,0200,CS,16,0628,07917,,CSC3388,AU,DUV7823,MO,,,CO,,,,
"POINT (-46.694337 -23.666582)",D031201805,17360,,858,,2012/03/08,1344,2,D,,99,996,,,11000000000000000,0100,CS,16,0628,17360,,EMT9371,AU,DPU0986,MO,,,CO,,,,
"POINT (-46.682555 -23.681479)",D031201806,14743,,3200,,2012/03/10,1230,4,D,,99,1032,,,10000000000000000,0100,SA,16,0628,14743,,,AU,,,,,AT,,,,
"POINT (-46.679901 -23.655782)",D031201807,09220,,300,,2012/03/14,0750,4,D,,99,1038,,,01000000000000000,0100,SA,16,0628,09220,,,MO,,,,,AT,,,,
"POINT (-46.677843 -23.667178)",D031201808,09220,,1600,,2012/03/12,0700,4,D,,99,1045,C,,01000000000000000,0200,SA,16,0628,09220,,DOB9303,MO,,,,,AT,,,,
"POINT (-46.687474 -23.672188)",D031201809,14743,,1972,,2012/03/15,0610,2,D,,99,1096,,,01000000000100000,0100,SA,16,0628,14743,,DKN0333,CM,DOE6498,MO,,,CO,,,,
"POINT (-46.692561 -23.662417)",D031201810,14743,04121,,,2012/03/21,1429,2,D,,99,1198,,,21000000000000000,0500,SA,16,0628,04121,14743,EZL2705,AU,EXK5438,MO,DAM2870,AU,CH,,,,
"POINT (-46.677686 -23.672435)",D031201811,09220,,2100,,2012/03/22,0650,2,D,,99,1204,,,01100000000000000,0100,SA,16,0629,09220,,DJB0113,ON,DZO1765,MO,,,CO,,,,
"POINT (-46.698424 -23.660512)",D031201812,00465,,,NC,2012/03/15,1540,4,D,,99,1281,,,00000000010000000,0100,CS,29,0629,00465,,,VA,,,,,AT,,,,
"POINT (-46.680265 -23.663965)",D031201813,07917,,240,,2012/03/28,0820,2,D,,99,1315,,,11000000000000000,0100,CS,16,0629,07917,,DGF6456,MO,CNA2700,AU,,,CO,,,,
"POINT (-46.690062 -23.667109)",D031201814,14743,,1346,,2012/03/28,1213,4,D,,99,1323,,,01000000000000000,0100,SA,16,0629,14743,,EQR9021,MO,,,,,AT,,,,
"POINT (-46.679663 -23.654936)",D031201815,09220,,167,,2012/03/31,1325,2,D,,99,1381,,,11000000000000000,0200,SA,16,0629,09220,,EML7072,AU,EXE9845,MO,,,CL,,,,
"POINT (-46.687714 -23.680349)",D031201816,09220,,3504,,2012/03/25,1950,2,D,,99,2369,,,01001000000000000,0100,SA,16,0629,09220,,DZN6795,MO,,BI,,,CO,,,,
"POINT (-46.678468 -23.663768)",D031201818,09220,,1013,,2012/03/02,2035,2,D,,99,2583,,,20000000000000000,0100,SA,16,0629,09220,,ERJ9435,AU,EAE6272,AU,,,CO,,,,
"POINT (-46.443131 -23.600351)",D031201819,06238,,22400,,2012/03/03,0026,2,D,,99,2591,,,02000000000000000,0100,PB,90,0629,13014,,EQP2785,MO,,MO,,,CO,,,,
"POINT (-46.689807 -23.663633)",D031201820,07917,,1241,,2012/03/08,1845,4,D,,99,2796,,,01000000000000000,0100,CS,16,0629,07917,,AQV6837,MO,,,,,AT,,,,
"POINT (-46.679434 -23.657798)",D031201821,09220,,519,,2012/03/11,0718,4,D,,99,2903,C,,10000000000000000,0100,SA,16,0629,09220,,EJC9416,AU,,,,,AT,,,,
"POINT (-46.688594 -23.688191)",D031201822,13035,,629,,2012/03/11,0815,2,D,,99,2908,,,10000000000100000,0200,SA,16,0630,13035,,FUK1012,CM,HMB0135,AU,,,CO,,,,
"POINT (-46.691161 -23.685009)",D031201823,13035,,,ACPTE VITORINO,2012/03/13,0500,2,D,,99,2987,,,10000000000000010,0100,SA,16,0630,13035,,,SI,DDA8658,AU,,,CO,,,,
"POINT (-46.691407 -23.65819)",D031201824,04121,06082,,,2012/03/15,1849,2,D,,99,3104,,,11000000000000000,0100,SA,16,0630,04121,06082,FLS4433,AU,EMV1812,MO,,,CO,,,,
"POINT (-46.680638 -23.687598)",D031201825,14743,18554,,,2012/03/16,1548,2,D,,99,3144,,,01000000000100000,0200,SA,16,0630,14743,18554,DRF6747,CM,DHJ6416,MO,,,CO,,,,
"POINT (-46.656869 -23.483659)",D031201826,06238,,23253,,2012/03/19,1700,2,D,,99,3270,B,,11000000000000000,0100,PB,90,0630,13014,,DZR0294,MO,CVT3054,AU,,,CT,,,,
"POINT (-46.690683 -23.663579)",D031201827,07917,,1532,,2012/03/23,1730,4,D,,99,3472,C,,10000000000000000,0100,CS,16,0630,07917,,EBP7088,AU,,,,,AT,,,,
"POINT (-46.776883 -23.674708)",D031201828,06238,,21621,,2012/03/31,1530,2,D,,99,3733,,,11000000000000000,0200,PB,90,0630,13014,,EQW7903,AU,EQP1153,MO,,,CO,,,,
"POINT (-46.679361 -23.675643)",D031201829,09220,,2560,,2012/03/23,1720,2,D,,99,3462,,,00200000000000000,0200,SA,16,0631,09220,,LOV6141,ON,DTD1336,ON,,,CT,,,,
"POINT (-46.755062 -23.686784)",D031201830,02850,,,NC,2012/03/09,1341,2,D,,100,1009,,,11000000000000000,0100,CS,42,0632,02850,,DRT5398,AU,,MO,,,CO,,,,
"POINT (-46.762997 -23.725571)",D031201831,04191,19431,,,2012/03/10,1010,2,D,,100,1026,,,01010000000000000,0100,CS,42,0632,04191,19431,EQP7208,MO,ETO3705,CA,,,CL,,,,
"POINT (-46.772486 -23.688637)",D031201832,12403,,4901,,2012/03/10,1016,2,D,,100,1028,,,01000000000000000,0100,CS,42,0632,12403,,DRZ4135,MO,,,,,QM,,,,
"POINT (-46.745034 -23.701189)",D031201833,24837,,69,,2012/03/10,1230,2,D,,100,1030,,,21000000000000000,0100,CS,32,0632,24837,,DUQ6173,AU,DUH4825,AU,,MO,CO,,,,
"POINT (-46.762657 -23.68849)",D031201834,21646,,62,,2012/03/18,1015,2,D,,100,1057,,,01000000000000000,0100,CS,32,0632,21646,,KZG7223,MO,,,,,QM,,,,
"POINT (-46.78498 -23.719352)",D031201835,12403,,9000,,2012/03/01,0550,2,D,,100,1070,,,11000000000000000,0200,CS,42,0632,12403,,AUP7368,AU,EXD1326,MO,,,CL,,,,
"POINT (-46.784483 -23.718418)",D031201836,12403,,8900,,2012/03/21,0722,2,D,,100,1182,,,11000000000000000,0100,CS,42,0632,12403,,HZI3360,AU,BYV9459,MO,,,CO,,,,
"POINT (-46.785007 -23.719404)",D031201837,12403,,9010,,2012/03/24,0455,2,D,,100,1241,,,11000000000000000,0100,CS,42,0632,12403,,DOE7344,MO,DDM9939,AU,,,CF,,,,
"POINT (-46.768103 -23.716211)",D031201838,05584,,422,,2012/03/09,0715,4,D,,100,1242,,,00100000000000000,0100,CS,42,0632,05584,,ELW2586,ON,,,,,AT,,,,
"POINT (-46.767285 -23.699281)",D031201839,71344,,821,,2012/03/12,1400,4,D,,100,1336,,,00010000000000000,0100,CS,32,0632,71344,,CST8764,CA,,,,,AT,,,,
"POINT (-46.758981 -23.677262)",D031201840,21465,,1000,,2012/03/09,1230,4,D,,100,1339,,,00000000000100000,0100,CS,32,0633,21465,,EGL2370,CM,,,,,AT,,,,
"POINT (-46.782802 -23.715174)",D031201841,12403,,8500,,2012/03/05,0730,2,D,,100,1340,,,01000000000000000,0100,CS,42,0633,12403,,DUX1782,MO,,,,,QM,,,,
"POINT (-46.762263 -23.693303)",D031201842,02850,,1500,,2012/03/31,0852,2,D,,100,1371,,,20000000000000000,0300,CS,42,0633,02850,,ANY4950,AU,CXL7012,AU,,,CF,,,,
"POINT (-46.782012 -23.740241)",D031201843,38494,,1099,,2012/03/20,0551,2,D,,100,1434,,,01100000000000000,0100,CS,32,0633,38494,,DTE5764,ON,BWX7134,MO,,,CT,,,,
"POINT (-46.770389 -23.685763)",D031201844,12403,,4500,,2012/03/28,1200,2,D,,100,1618,C,,00010000000000000,0200,CS,42,0634,12403,,YES7958,CA,,,,,CH,,,,
"POINT (-46.751252 -23.675719)",D031201845,12403,,2000,,2012/03/26,1740,2,D,,100,1624,B,,11000000000000000,0100,CS,42,0634,12403,,FAY4009,MO,DUG4746,AU,,,CO,,,,
"POINT (-46.783454 -23.702547)",D031201846,12403,,7000,,2012/03/31,2015,4,D,,100,1774,,,01000000000000000,0100,CS,42,0634,12403,,EHC9683,MO,,,,,AT,,,,
"POINT (-46.782996 -23.710919)",D031201847,12403,,8000,,2012/03/02,0250,2,D,,100,2273,,,02000000000000000,0200,CS,42,0634,12403,,EXF5458,MO,DPT9587,MO,,,CF,,,,
